disease_bn,symptoms_bn
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|ঘাড়ে_ফোলাভাব|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|কোষ্ঠকাঠিন্য
গলগণ্ড,শ্বাসকষ্ট|স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|কাশি|পেশীর_দুর্বলতা|গিলতে_অসুবিধা|ঘাড়ে_ফোলাভাব
রিফট ভ্যালি ফিভার,বমি|জ্বর|চোখে_ব্যথা|পেশী_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,জ্বর|চোখে_ব্যথা|পেশী_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|চোখে_ব্যথা|পেশী_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|জ্বর|চোখে_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|জ্বর|চোখে_ব্যথা|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|জ্বর|চোখে_ব্যথা|পেশী_ব্যথা|মাথা_ব্যথা|ঘাড়_শক্ত
রিফট ভ্যালি ফিভার,বমি|জ্বর|চোখে_ব্যথা|পেশী_ব্যথা|মাথা_ব্যথা|জয়েন্টে_ব্যথা
এলার্জি,হাত_পায়ে_কাঁপুনি|একটানা_হাঁচি|ঠান্ডা
এলার্জি,হাত_পায়ে_কাঁপুনি|ঠান্ডা
এলার্জি,একটানা_হাঁচি|ঠান্ডা
এলার্জি,হাত_পায়ে_কাঁপুনি|একটানা_হাঁচি
এলার্জি,হাত_পায়ে_কাঁপুনি|একটানা_হাঁচি|ঠান্ডা
জিইআরডি,পেট_ব্যথা|অম্লতা|জিহ্বায়_আলসার|বমি|বুকে_ব্যথা|কাশি
জিইআরডি,পেট_ব্যথা|জিহ্বায়_আলসার|বমি|বুকে_ব্যথা|কাশি
জিইআরডি,পেট_ব্যথা|অম্লতা|বমি|বুকে_ব্যথা|কাশি
জিইআরডি,পেট_ব্যথা|অম্লতা|জিহ্বায়_আলসার|বুকে_ব্যথা|কাশি
জিইআরডি,পেট_ব্যথা|অম্লতা|জিহ্বায়_আলসার|বমি|বুকে_ব্যথা
জিইআরডি,পেট_ব্যথা|অম্লতা|জিহ্বায়_আলসার|বমি|কাশি
জিইআরডি,অম্লতা|জিহ্বায়_আলসার|বমি|বুকে_ব্যথা|কাশি
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,চুলকানি|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
ক্রনিক কোলেস্টেসিস,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বমি|বমি_বমি_ভাব|হলুদ_ত্বক
ওষুধের প্রতিক্রিয়া,চুলকানি|পেট_ব্যথা|প্রস্রাবে_জ্বলন|ফুসকুড়ি
ওষুধের প্রতিক্রিয়া,চুলকানি|পেট_ব্যথা|প্রস্রাবে_জ্বলন
ওষুধের প্রতিক্রিয়া,চুলকানি|প্রস্রাবে_জ্বলন|ফুসকুড়ি
ওষুধের প্রতিক্রিয়া,চুলকানি|পেট_ব্যথা|ফুসকুড়ি
ওষুধের প্রতিক্রিয়া,চুলকানি|পেট_ব্যথা|প্রস্রাবে_জ্বলন|ফুসকুড়ি
ওষুধের প্রতিক্রিয়া,পেট_ব্যথা|প্রস্রাবে_জ্বলন|ফুসকুড়ি
পেপটিক আলসার,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বমি
পেপটিক আলসার,চুলকানি|পেট_ব্যথা|বদহজম|বমি
পেপটিক আলসার,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বদহজম
পেপটিক আলসার,চুলকানি|ক্ষুধা_কমা|বদহজম|বমি
পেপটিক আলসার,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|বদহজম|বমি
পেপটিক আলসার,ক্ষুধা_কমা|পেট_ব্যথা|বদহজম|বমি
এইডস,ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|পেশীর_দুর্বলতা|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|গলা_ব্যথা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা
এইডস,ওজন_কমা|ক্লান্ত_বোধ|তীব্র_জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|ফোলা|কাশি|ঠাণ্ডা_লাগা|বমি_বমি_ভাব|পেশীর_দুর্বলতা|গলা_ব্যথা
গ্যাস্ট্রোএন্টেরাইটিস,বমি|পানিশূন্যতা|ডায়রিয়া
গ্যাস্ট্রোএন্টেরাইটিস,পানিশূন্যতা|ডায়রিয়া
গ্যাস্ট্রোএন্টেরাইটিস,বমি|ডায়রিয়া
গ্যাস্ট্রোএন্টেরাইটিস,বমি|পানিশূন্যতা
ব্রঙ্কিয়াল অ্যাজমা,ক্লান্ত_বোধ|শ্বাসকষ্ট|তীব্র_জ্বর|কাশি
ব্রঙ্কিয়াল অ্যাজমা,শ্বাসকষ্ট|তীব্র_জ্বর|কাশি
ব্রঙ্কিয়াল অ্যাজমা,ক্লান্ত_বোধ|শ্বাসকষ্ট|তীব্র_জ্বর
ব্রঙ্কিয়াল অ্যাজমা,ক্লান্ত_বোধ|শ্বাসকষ্ট|কাশি
ব্রঙ্কিয়াল অ্যাজমা,ক্লান্ত_বোধ|তীব্র_জ্বর|কাশি
ব্রঙ্কিয়াল অ্যাজমা,ক্লান্ত_বোধ|শ্বাসকষ্ট|তীব্র_জ্বর|কাশি
উচ্চ রক্তচাপ,মাথা_ঘোরা|ভারসাম্য_হারা|মাথা_ব্যথা|বুকে_ব্যথা|ফোকাস _করতে-অক্ষমতা
উচ্চ রক্তচাপ,মাথা_ঘোরা|ভারসাম্য_হারা|বুকে_ব্যথা|ফোকাস _করতে-অক্ষমতা
উচ্চ রক্তচাপ,মাথা_ঘোরা|ভারসাম্য_হারা|মাথা_ব্যথা|ফোকাস _করতে-অক্ষমতা
উচ্চ রক্তচাপ,ভারসাম্য_হারা|মাথা_ব্যথা|বুকে_ব্যথা|ফোকাস _করতে-অক্ষমতা
উচ্চ রক্তচাপ,মাথা_ঘোরা|মাথা_ব্যথা|বুকে_ব্যথা|ফোকাস _করতে-অক্ষমতা
উচ্চ রক্তচাপ,মাথা_ঘোরা|ভারসাম্য_হারা|মাথা_ব্যথা|বুকে_ব্যথা
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|বদহজম|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঝাপসা_দৃষ্টি|ঘাড়_শক্ত|মানসিক_অস্থিরতা
মাইগ্রেন,অম্লতা|বদহজম|মাথা_ব্যথা|ঘাড়_শক্ত|মানসিক_অস্থিরতা
সার্ভিকাল স্পন্ডাইলোসিস,মাথা_ঘোরা|ভারসাম্য_হারা|দুর্বলতা|পিঠে_ব্যথা|ঘাড়_ব্যথা
সার্ভিকাল স্পন্ডাইলোসিস,মাথা_ঘোরা|ভারসাম্য_হারা|দুর্বলতা|ঘাড়_ব্যথা
সার্ভিকাল স্পন্ডাইলোসিস,মাথা_ঘোরা|ভারসাম্য_হারা|পিঠে_ব্যথা|ঘাড়_ব্যথা
সার্ভিকাল স্পন্ডাইলোসিস,মাথা_ঘোরা|ভারসাম্য_হারা|দুর্বলতা|পিঠে_ব্যথা
সার্ভিকাল স্পন্ডাইলোসিস,ভারসাম্য_হারা|দুর্বলতা|পিঠে_ব্যথা|ঘাড়_ব্যথা
সার্ভিকাল স্পন্ডাইলোসিস,মাথা_ঘোরা|দুর্বলতা|পিঠে_ব্যথা|ঘাড়_ব্যথা
প্যারালাইসিস(মস্তিষ্কের রক্তক্ষরণ),বমি|মাথা_ব্যথা
প্যারালাইসিস(মস্তিষ্কের রক্তক্ষরণ),মাথা_ব্যথা
প্যারালাইসিস(মস্তিষ্কের রক্তক্ষরণ),বমি
প্যারালাইসিস(মস্তিষ্কের রক্তক্ষরণ),বমি|মাথা_ব্যথা
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস এ,ক্ষুধা_কমা|পেট_ব্যথা|বমি|জ্বর|হলুদ_চোখ|পেশী_ব্যথা|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস বি,চুলকানি|ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব|মানসিক_অস্থিরতা
হেপাটাইটিস সি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পারিবারিক_ইতিহাস|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস সি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পারিবারিক_ইতিহাস|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস সি,ক্ষুধা_কমা|পারিবারিক_ইতিহাস|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস সি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পারিবারিক_ইতিহাস|হলুদ_চোখ|বমি_বমি_ভাব
হেপাটাইটিস সি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পারিবারিক_ইতিহাস|হলুদ_চোখ|হলুদ_ত্বক
হেপাটাইটিস সি,ক্লান্ত_বোধ|পারিবারিক_ইতিহাস|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস সি,ক্লান্ত_বোধ|ক্ষুধা_কমা|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ডি,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|গাঢ়_রঙের_প্রস্রাব
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|বমি_বমি_ভাব|কোমা|হলুদ_ত্বক
হেপাটাইটিস ই,ক্লান্ত_বোধ|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|জয়েন্টে_ব্যথা|কোমা|হলুদ_ত্বক|গাঢ়_রঙের_প্রস্রাব
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|পেট_ব্যথা|বমি|হলুদ_ত্বক
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|পেট_ব্যথা|হলুদ_ত্বক
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|পেট_ব্যথা|বমি
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|বমি|হলুদ_ত্বক
অ্যালকোহলিক হেপাটাইটিস,পেট_ব্যথা|বমি|হলুদ_ত্বক
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|পেট_ব্যথা|বমি|হলুদ_ত্বক
অ্যালকোহলিক হেপাটাইটিস,পেট_ফোলা|পেট_ব্যথা|বমি|হলুদ_ত্বক
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
